TAG,DATE,CITY,STATE/PROV,ZIP/POST,COUNTRY,LAT,LONG,FIRST,NOTES
XSN070,9/16/2017,NEWPORT NEWS,VA,23606,USA,37.070123,-76.50031,DANIELA,
XGS118,9/16/2017,CAPE MAY POINT,NJ,8212,USA,38.939854,-74.963948,KYLE,"It was alive
10:30 am
38.934164
-74.961652"
XGS141,9/16/2017,CAPE MAY POINT,NJ,8212,USA,38.939854,-74.963948,SANDY,At the Red Store restaurant at 10am alive and well
XTM379,9/16/2017,MOUNT RANIER,MD,20712,USA,38.943335,-76.965412,KIRSTEN,"Just on my butterfly bush out front,"
XCR893,9/16/2017,MONTROSE,IL,62445,USA,39.14888,-88.320381,JASON,Healthy and doing well
WCS661,9/16/2017,WAYNESVILLE,OH,45068,USA,39.52002,-84.07392,LUKE,Found at Caesers Creek State Park Visitors Center
XHJ305,9/16/2017,LANCASTER,OH,43130,USA,39.70728,-82.60788,LORETTA K.,
XRH995,9/16/2017,LAKEHURST,NJ,8733,USA,40.00236,-74.32014,ARTHUR,The monarch seems in good health.
XGA041,9/16/2017,DAVENPORT,IA,52803,USA,41.539303,-90.55421,SARAH,5 of them on a plant in our front yard.
XEZ561,9/16/2017,JOLIET,IL,60435,USA,41.55204,-88.11162,MIKE,"Backyard prairie garden, on savanna blazing star"
XCN650,9/16/2017,OAK LAWN,IL,60803,USA,41.66721,-87.740131,AISLIN,Monarch fest
XCN600,9/16/2017,OAK LAWN,IL,60453,USA,41.713314,-87.756652,KATHERINE,Oak Lawn Park District Monarch Fest
XCN654,9/16/2017,OAK LAWN,IL,60453,USA,41.713314,-87.756652,LIZZIE,I tagged mine at the Oak Lawn Park District Monarch Festival.
XLY084,9/16/2017,LIVONIA,MI,48154,USA,42.397134,-83.377371,JOANNA,my yard on my aquatic butterfly bush
XUJ211,9/16/2017,MILWAUKEE,WI,53213,USA,43.049511,-88.005322,ALICE,My front yard on goldenrod about noon.
XLC755,9/16/2017,MADISON,WI,53704,USA,43.117217,-89.335082,ROB,Butterfly was alive at botanical garden-have pics
XAY863,9/16/2017,WATERTOWN,NY,13601,USA,43.98444,-75.90054,,
XEL883,9/16/2017,GREEN BAY,WI,54302,USA,44.505133,-87.971774,MELANIE,
XJW888,9/16/2017,SAINT PAUL,MN,55103,USA,44.96303,-93.125559,REBECCA,In my backyard on giant hyssop.
XPZ675,9/17/2017,OLD FORT,NC,28762,USA,35.630002,-82.157958,DON,butterfly bush in front yard
XWL834,9/17/2017,SPRINGFIELD,MO,65781,USA,37.304579,-93.436613,COLT,
XJJ835,9/17/2017,WILLIAMSBURG,VA,23188,USA,37.326834,-76.760558,BRYAN,"I noticed that the Monarch was flying differently than another, it appears the tag is interfering with his flight ability."
XMM632,9/17/2017,BROOKLYN,NY,11209,USA,40.623738,-74.033806,JAMES,
XHA368,9/17/2017,CROTON FALLS,NY,10519,USA,41.345613,-73.660066,JOHN,I saw this butterfly at an apple orchard in NY
XPR091,9/17/2017,NORTH RIDGEVILLE,OH,44039,USA,41.391979,-82.019396,KENDRA,The monarch was a nature reserve
XPR130,9/17/2017,AVON,OH,44011,USA,41.448666,-82.021439,HEATHER,Found at Prayers from Maria Sunflower Field
XRR143,9/17/2017,TOLEDO,OH,43609,USA,41.630611,-83.576936,MADELINE,Found on a butterfly bush at the Toledo Zoo.
XWR343,9/17/2017,NORTH FALMOUTH,MA,2556,USA,41.64996,-70.624919,DOROTHY,please let me know where it was originally tagged
XWR343,9/17/2017,NORTH FALMOUTH,MA,2556,USA,41.64996,-70.624919,SUZANNE,going from flower to flower...end of summer in NE
XNC907,9/17/2017,WHEATON,IL,60189,USA,41.836781,-88.128893,GREGORY,"CANTIGNY PARK, PHOTO TAKEN BUT NOT SUBMITTED"
XUH372,9/17/2017,CEDAR RAPIDS,IA,52402,USA,42.020752,-91.669918,TABITHA,"Noelridge Park, tagged female paired with a male"
XPL058,9/17/2017,HIGHLAND,MI,48357,USA,42.656319,-83.63633,AMY,Enjoying purple flowers on my butterfly bush
XAT818,9/17/2017,BERNARD,ME,4612,USA,44.240559,-68.362155,JOSHUA,It has been frequenting our flower garden
XAL797,9/18/2017,TORONTO,ON,M5V3M8,CAN,43.649996,-79.376173,JEN,
XJJ706,9/18/2017,VIRGINIA BEACH,VA,23454,USA,36.837731,-76.025953,EMILY,It simply floated down onto my back porch.
XBX456,9/18/2017,WILLIAMSBURG,VA,23185,USA,37.266334,-76.709764,ROBERT,Found this monarch in a butterfly garden in VA.
XMR973,9/18/2017,WESTMINSTER,MD,21787,USA,39.678105,-77.157129,DONALD,MD 97
XBA634,9/18/2017,AKRON,OH,44312,USA,41.029977,-81.439236,GARY,It was at my station #15218. Butterfly was alive.
XNL869,9/18/2017,BEACH LAKE,PA,18405,USA,41.590216,-75.115025,EILEEN,Photo taken on goldenrod in my front yard.
XNY025,9/18/2017,NORTH LIBERTY,IA,52317,USA,41.743269,-91.60053,JANET,"Flower garden @ 1st UMC in North Liberty, IA"
XUY820,9/18/2017,CLINTON,IA,52732,USA,41.849037,-90.208697,HEATHER,It was on a flower deceased at the arboretum.
XMX073,9/18/2017,WYANDOTTE,MI,48192,USA,42.197463,-83.185203,DIANE,Nectaring on my butterfly bush and other plants in my yard.
XLC755,9/18/2017,MADISON,WI,53705,USA,43.075083,-89.459898,DAVE,"The Monarch was quite worn (tattered) on Sept. 18th when I first saw it, and even more so on Sept. 28th when I saw it for the final time -- was able to pick it up by hand, off a flower, on both dates, to read and record the tag info."
XLC018,9/18/2017,MADISON,WI,53714,USA,43.099135,-89.3127,PAULA,The monarch was eating from my aster plant.
XLC755,9/18/2017,MADISON,WI,53714,USA,43.099135,-89.3127,DAVE,"The Monarch was fairly beat-up/torn, but alive."
XAM047,9/19/2017,TORONTO,ON,M1N1J2,CAN,43.649996,-79.376173,FELIX,
XAC649,9/19/2017,L'ANCIENNE-LORETTE,QC,G2E4S1,CAN,46.79392,-71.35191,CATHERINE,We released a mocharch that we bred.
XLL260,9/19/2017,FOUNTAIN,CO,80817,USA,38.698619,-104.696917,JEFFREY,Found at Fountain Creek Nature Center.
XBR420,9/19/2017,COCKEYSVILLE,MD,21030,USA,39.49152,-76.66086,,might be dying
XJX603,9/19/2017,ROCKY RIVER,OH,44116,USA,41.467062,-81.860125,KATIE,The butterfly was found dead without legs.
XAG198,9/19/2017,OREGON,OH,43616,USA,41.648315,-83.466213,JAY,
XUH355,9/19/2017,CEDAR RAPIDS,IA,52402,USA,42.020752,-91.669918,DORTHEY,Found in the flower gardens at Noel Ridge Park.
XUH382,9/19/2017,CEDAR RAPIDS,IA,52402,USA,42.020752,-91.669918,BOB,Monarch was on annual milkweed by koi pond here
XCU133,9/19/2017,DIMONDALE,MI,48821,USA,42.648912,-84.645594,ROSE,
XTE017,9/19/2017,SACO,ME,4072,USA,43.53816,-70.46934,CHERYL,found on a wing
XTE079,9/19/2017,BOOTHBAY,ME,4537,USA,43.890375,-69.621719,DAVID,nectaring on Zinnia and flying at the Coastal Mane botanic garden
XAT843,9/19/2017,SOUTHWEST HARBOR,ME,4679,USA,44.279865,-68.330071,ELIZA,The Monarch was on a butterfly bush; misty & rainy
XNB039,9/19/2017,VICTORIA,MN,55386,USA,44.869314,-93.66893,LINDSAY,Happily fluttering around our gardens!
WNL721,9/20/2017,PORT HOPE,ON,L1A2Z5,CAN,43.95117,-78.29299,JEAN,"Found in my garden, nectaring on sedum @ 3:07 PM"
XAM177,9/20/2017,TORONTO,ON,,CAN,43.70011,-79.4163,DAVID,
XAB830,9/20/2017,SAINTE-JULIE,QC,J3E1E7,CAN,45.628525,-73.497068,GAUTHIER,"Stayed 2 days in my garden, have photography of it"
XBL046,9/20/2017,CAPE CHARLES,VA,23310,USA,37.269849,-76.019571,CLAY,Feeding on Saaside Goldenrod
XGS168,9/20/2017,CAPE MAY,NJ,8212,USA,38.939854,-74.963948,MATTHEW,Cape May Point SP. Rear portion of left wing gone.
XGX039,9/20/2017,CAPE MAY POINT,NJ,8204,USA,38.97158,-74.927691,MARY ANN,"Right wing damaged. Have photo
Cape May Point NJ"
XGX039,9/20/2017,CAPE MAY POINT,NJ,8204,USA,38.97158,-74.927691,MARY ANN,Has a damaged right wing
XLS076,9/20/2017,PASADENA,MD,21122,USA,39.127599,-76.512544,JANET,Also seen same location 09/19/2017
XLS076,9/20/2017,PASADENA,MD,21122,USA,39.127599,-76.512544,KRISTI,It was on the butterfly bush yesterday and today.
XLX260,9/20/2017,XENIA,OH,45385,USA,39.691445,-83.953106,HAYLEY,I found this little guy at a nature reserve park
XLR041,9/20/2017,YORK,PA,17315,USA,40.01382,-76.81584,KATELYN,He/ she is unfortunately dead.
XSJ571,9/20/2017,TOLEDO,OH,43609,USA,41.630611,-83.576936,MICHAEL,Left front wing was broken. Found at Toledo zoo
XUE195,9/20/2017,HUDSON,MI,49247,USA,41.853146,-84.330032,MARCY,Kids found it on a path in our back field dead
XPA892,9/20/2017,CLINTON TOWNSHIP,MI,48036,USA,42.593259,-82.911912,JENNIFER,
XAG557,9/21/2017,WHITBY,ON,L1P1X7,CAN,43.88342,-78.93287,KATELYN,Cant fly :(
XSZ132,9/21/2017,BROKEN ARROW,OK,74011,USA,35.987755,-95.81074,PATTY,"feeding on milkweed near fishpond, 5:15 PM."
XUN113,9/21/2017,ST. LOUIS,MO,63117,USA,38.628611,-90.319444,BARBARA,My niece found it in her back yard.
SPS826,9/21/2017,RUSSELLVILLE,OH,45168,USA,38.860557,-83.770773,STEPHEN,
VTC737,9/21/2017,BOWIE,MD,20715,USA,38.988865,-76.738966,MIKE,Found on a butterfly bush in our back yard.
XMS475,9/21/2017,NORTH EAST,MD,21901,USA,39.590075,-75.955936,MARK,It looked like one of the wings was damaged.
XRU687,9/21/2017,COLFAX,IN,46035,USA,40.193307,-86.665691,CRAIG,7:15pm in a maple tree adjacent to our hay field
XCP191,9/21/2017,HARTFORD CITY,IN,47348,USA,40.4664,-85.36512,,
XGS135,9/21/2017,BAYONNE,NJ,7002,USA,40.664207,-74.122276,PAUL,Found in my wife's garden.
XGH483,9/21/2017,BELLEVUE,NE,68005,USA,41.150489,-95.908507,CAROLE,Brother's yard among many
XRE200,9/21/2017,MANCHESTER,CT,6042,USA,41.8008,-72.5159,COLLEEN,
XRW160,9/21/2017,DEERBORN,MI,48124,USA,42.294678,-83.250573,MICHAEL,
XPL078,9/21/2017,HIGHLAND,MI,48357,USA,42.656319,-83.63633,AMY,Backyard on butterfly bush
XUS507,9/22/2017,KINGWOOD,TX,77346,USA,30.033333,-95.25,JILL,Laying eggs on milkweed in front yard.
SPM375,9/22/2017,TALLAHASSEE,FL,32317,USA,30.5672,-84.111895,ZOE,"Female, raised in my garden and home."
XNJ576,9/22/2017,CAPE CHARLES,VA,23310,USA,37.269849,-76.019571,CLAY,Feeding off Tropical Milkweed in a garden
XUW807,9/22/2017,CAPE CHARLES,VA,23310,USA,37.269849,-76.019571,CLAY,Feeding off Yellow Crownbeard in the wild
XMM645,9/22/2017,CHERITON,VA,23316,USA,37.27659,-75.961122,ANA,in my yard butterfly bush with 3 others
XBE524,9/22/2017,LAPLATA,MD,20646,USA,38.524678,-76.97363,LINDA,Poor baby was dead😣
XGT924,9/22/2017,CAPE MAY POINT,NJ,8212,USA,38.939854,-74.963948,MARJORIE,"I saw the monarch on a butterflybush
I have photos"
XGT093,9/22/2017,CAPE MAY,NJ,8204,USA,38.97158,-74.927691,NANCY,Cape May Point SP have photo
XHA606,9/22/2017,DURHAM,CT,6422,USA,41.45951,-72.690481,,
XEN797,9/22/2017,MINNEAPOLIS,MN,55410,USA,44.913077,-93.319293,RHONDA,In my garden on zinnias and tropical milkweed
XMH150,9/23/2017,SIMCOE,ON,N3Y4K3,CAN,42.411438,-82.166911,WILF,"Photographed at my home, alive, one wing damaged,"
XMT323,9/23/2017,ASHEVILLE,NC,28806,USA,35.583509,-82.60779,TONY,2 hrs after release on butterfly bush near buildin
XMT340,9/23/2017,ASHEVILLE,NC,28806,USA,35.583509,-82.60779,TONY,2 hrs after release - butterfly bush near Bldng
SPW569,9/23/2017,TULSA,OK,74132,USA,36.060047,-96.016045,AMANDA,Monarchs On The Mountain @Turkey Mountain
XGY251,9/23/2017,WILDWOOD CREST,NJ,8260,USA,38.986861,-74.823351,LISA,at someone's house across from the Bay
XUW214,9/23/2017,WILDCREST,NJ,8260,USA,38.986861,-74.823351,CAROL ANN,
XBE531,9/23/2017,BEL AIR,MD,21015,USA,39.535341,-76.28926,JEREMY,Found In backyard with a broken wing
XTM042,9/23/2017,SOUDERTON,PA,18964,USA,40.300323,-75.32455,DOROTHY,Found it dead in our shop saw the tag
XTE527,9/23/2017,FAIR HARBOR,NY,11706,USA,40.636111,-73.197222,JENNIFER,We saw this Monarch along the ocean in Fair Harbor
XJN260,9/23/2017,MADISON,CT,6443,USA,41.302547,-72.611171,JONAS,
XEW021,9/23/2017,RHODES,IA,50234,USA,41.908955,-93.182342,TERESA,
XUY598,9/23/2017,AMES,IA,50010,USA,42.029583,-93.640161,TERESA,May have been tagged at Reiman Gardens
XJZ170,9/23/2017,DEARBORN,MI,48124,USA,42.294678,-83.250573,KARIN,Alive and happy!Eating from our butterfly bush.5pm
XUJ532,9/23/2017,JANESVILLE,WI,53545,USA,42.689826,-89.050644,KIMBERLY,"Seen at Rotary Botanical Gardens in Janesville, WI"
XNC282,9/23/2017,SIOUX FALLS,SD,57105,USA,43.521706,-96.73037,ANDREW,
XNC295,9/23/2017,SIOUX FALLS,SD,57105,USA,43.521706,-96.73037,KRISTA,Feeding on zinnia
XML622,9/24/2017,TORONTO,ON,M4J3G5,CAN,43.649996,-79.376173,JEFF,Nectaring on buddleia at our front door 1910hEDT
XPU230,9/24/2017,NEW BRAUNFELS,TX,78130,USA,29.71962,-98.0808,HARLAN,Found at Fisher Park near the ponds
XHC302,9/24/2017,TOWNSEND,TN,37882,USA,35.627245,-83.783892,WANDA,"distributed to Palmyra, PA"
XWS328,9/24/2017,VIRGINIA BEACH,VA,23455,USA,36.888297,-76.144677,BEVERLEY,I found it on my Asclepias Physocarpa
XGU052,9/24/2017,CAPE MAY POINT,NJ,8212,USA,38.939854,-74.963948,CHRIS,Feeding on flower at 320 Alexander Cape May Point
XGZ725,9/24/2017,CAPE MAY POINT,NJ,8212,USA,38.939854,-74.963948,R,The monarch was on a bush. Looked very healthy.
WAU815,9/24/2017,CAPE MAY,NJ,8204,USA,38.97158,-74.927691,JANE,Very exciting moment
XTA820,9/24/2017,WEST ISLIP,NY,11795,USA,40.709304,-73.299311,LINDA,
XGH498,9/24/2017,BELLEVUE,NE,68005,USA,41.150489,-95.908507,SUSAN,"Still flying, enjoying flowers. Got tag via photo"
XUB417,9/24/2017,CANTON,MI,48187,USA,42.331838,-83.477568,ADRIANNA,
XUB486,9/24/2017,LIVONIA,MI,48154,USA,42.397134,-83.377371,DAWN,Released at George's Livonia Gardens
XUJ525,9/24/2017,JANESVILLE,WI,53545,USA,42.689826,-89.050644,TERRIE,found butterfly at Rotary Botanical Gardens
XUJ530,9/24/2017,JANESVILLE,WI,53545,USA,42.689826,-89.050644,TERRIE,Found at Rotary Botanical Gardens
XUJ531,9/24/2017,JANESVILLE,WI,53545,USA,42.689826,-89.050644,TERRIE,Found at Rotary Botanical Gardens
XUJ545,9/24/2017,JANESVILLE,WI,53545,USA,42.689826,-89.050644,TERRIE,Found at Rotary Botanical Gardens
XUJ550,9/24/2017,JANESVILLE,WI,53545,USA,42.689826,-89.050644,TERRIE,Found monarch at Rotary Botanical Gardens
XEH787,9/24/2017,WEST ALLIS,WI,53219,USA,42.994394,-87.991356,WENDY,
XPH002,9/24/2017,SIOUX FALLS,SD,57104,USA,43.556226,-96.734063,SAM,Was found in flower garden in McKenna park.
XRL100,9/24/2017,BOLTON LANDING,NY,12814,USA,43.5897,-73.66848,TERRY,"Alive, on flowers on the main st, sunny day"
XML001,9/25/2017,CAMERON,ON,K0M1G0,CAN,46.52196,-84.321712,ARI,
XAR325,9/25/2017,CEDAR SPRINGS,ON,N0P1E0,CAN,43.181798,-80.386553,KIM,Edge of dune habitat near Lake Eerie Shoreline - 17 T 416208.72 m E and 4679655.41 m N
XMM088,9/25/2017,PORT STANLEY,ON,N5L0A1,CAN,42.6667908,-81.2561684,ALICIA,"saved from water, dried and flew off"
XUW026,9/25/2017,JEKYLL ISLAND,GA,31527,USA,31.071521,-81.407896,KATHERINE,
XGL639,9/25/2017,OKLAHOMA CITY,OK,73102,USA,35.471927,-97.518257,NATE,Monarch was captured with a tag and re-released.
XSM690,9/25/2017,NORFOLK,VA,23518,USA,36.916006,-76.22142,TINA,Found at Norfolk Botanical Gardens
XSM720,9/25/2017,NORFOLK,VA,23518,USA,36.916006,-76.22142,TINA,Found at Norfolk Botanical Gardens
XSM877,9/25/2017,NORFOLK,VA,23518,USA,36.916006,-76.22142,JENNIFER,Found lying on ground @ Norfolk botanical gardens
XPU804,9/25/2017,WICHITA,KS,67203,USA,37.706617,-97.363073,JENNIFER,Died in driveway during rain storm. Unable to save
XWH047,9/25/2017,LOUISVILLE,KY,40204,USA,38.235927,-85.724905,LYN,I grow butterfly bush and milkweed in city yard
XGR953,9/25/2017,LEXINGTON PARK,MD,20653,USA,38.273193,-76.464098,KEITH,
XBN981,9/25/2017,HUNTINGTOWN,MD,20639,USA,38.60623,-76.599274,KRISTIAN,Kings landing park
XGW000,9/25/2017,CAPE MAY POINT,NJ,8212,USA,38.939854,-74.963948,HEIDI,In Triangle Park
XGX419,9/25/2017,CAPE MAY,NJ,8204,USA,38.97158,-74.927691,WILLIAM,Butterfly bush our yard
XGY018,9/25/2017,CAPE MAY,NJ,8204,USA,38.97158,-74.927691,STEVE,
XRY756,9/25/2017,SHEIDAN,MO,64486,USA,40.487896,-94.545144,CLINT,It was found in the dead on the front of my car
XMU542,9/25/2017,AVON,OH,44011,USA,41.448666,-82.021439,MICHELE,
SPM904,9/25/2017,ROMEO,IL,60491,USA,41.607647,-88.014981,GREG,DEAD
XUA645,9/25/2017,LANSING,MI,48910,USA,42.704153,-84.546782,ALESSANDRA,The monarch is alive! I took a picture of it! Cool
XJP361,9/25/2017,SARATOGA SPRINGS,NY,12866,USA,43.075993,-73.774821,JEFF,Saw this butterfly alive and flying happily about
XJP361,9/25/2017,SARATOGA SPRINGS,NY,12866,USA,43.075993,-73.774821,JEFF,Saw this butterfly alive and flying happily about
XLY195,9/25/2017,MIDLAND,MI,48642,USA,43.634232,-84.203334,LINDA,found in flower garden in Midland Mi
XAY862,9/25/2017,WATERTOWN,NY,13601,USA,43.98444,-75.90054,BRANDY,We let the butterfly go from the zoo
XUS239,9/26/2017,FT WORTH,TX,76118,USA,32.80662,-97.21026,BEN,We only found the tagged wing in my backyard
XSL378,9/26/2017,PROSPERITY,SC,29127,USA,34.182431,-81.52094,WILLIAM,dead
XMT304,9/26/2017,ASHEVILLE,NC,28806,USA,35.583509,-82.60779,SANDRA,North Carolina Arboretum
XBR241,9/26/2017,VIENNA,VA,22180,USA,38.896094,-77.256034,KACIE,Butterfly garden in neighborhood.
XGS382,9/26/2017,CAPE MAY,NJ,8204,USA,38.97158,-74.927691,WILLIAM,Wings are a bit ragged. Still flying and feeding.
XGS200,9/26/2017,VILLAS,NJ,8251,USA,39.02322,-74.9313,MARIE,Monarch is nectaring on Tithonia in my front yard.
XWR841,9/26/2017,BROOKLYN HEIGHTS,NY,11201,USA,40.695472,-73.992723,STACY,On the east river in Brooklyn Heights
XHA529,9/26/2017,NEW YORK,NY,10004,USA,40.704169,-74.012311,RIVER,I found this thing in Wagner park New York City
XPC469,9/26/2017,CLINTON,IA,52732,USA,41.849037,-90.208697,TIMOTHY,
XAT183,9/26/2017,BUCKLAND,MA,1338,USA,42.598874,-72.740885,ANGELIQUE,Found in my garden
XUA633,9/26/2017,EAST LANSING,MI,48824,USA,42.653979,-84.492032,JOSEPH,Healthy&Feeding Hort.Garden Plant Bio Bldg@MSU
XLG141,9/26/2017,OSHKOSH,WI,54902,USA,43.999126,-88.669619,PENNY,The monarch is alive. Where was it tagged?
XBP211,9/27/2017,SUFFOLK,VA,23433,USA,36.9063,-76.49256,MARY AND ED,milkweed plant in garden
XHW862,9/27/2017,WEBSTER GROVES,MO,63119,USA,38.588549,-90.350542,OMAR,Foraging on butterfly bush.
XLP597,9/27/2017,IRWIN,PA,15642,USA,40.328956,-79.721348,KATHLEEN,
XCP557,9/27/2017,MARION,IN,46952,USA,40.573842,-85.666492,KEN,Saw monarch at Matter Park in Marion Indiana
XMA560,9/27/2017,STONINGTON POINT,MI,6378,USA,41.34426,-71.911442,PAT,
XWR390,9/27/2017,SALISBURY,NH,3268,USA,43.335317,-71.45913,JAMES,This guy found me at the former woody glen ski are
XMA560,9/27/2017,RAPID RIVER,MI,49878,USA,45.897736,-86.899651,GINA,Found on Stonington Peninsula Rapid River Michigan
XSM960,9/28/2017,HAMPTON,VA,23666,USA,37.049912,-76.412922,CRYSTAL,In my backyard on my Lantana.
XAW671,9/28/2017,NORTH CAPE MAY,NJ,8024,USA,38.976519,-74.95140599,BRIAN,found dead at shore house yard by my 3 yo daughter
XUC866,9/28/2017,PHILO,IL,61864,USA,40.004891,-88.156932,SIAN,"Perfect visibly Sitting on deck as resting, dead"
XLR348,9/28/2017,MORRIS TOWNSHIP,NJ,7960,USA,40.79368,-74.491343,GWEN,found tagged wing only
XTE913,9/28/2017,LYNDHURST,NJ,7071,USA,40.807324,-74.122919,ALICE,"Found alive at Kingsland Overlook, DeKorte Park"
XMX097,9/28/2017,WYANDOTTE,MI,48192,USA,42.197463,-83.185203,KELLIE,Very beautiful found in the back yard of our home.
XUJ550,9/28/2017,JANESVILLE,WI,53545,USA,42.689826,-89.050644,PETE,
XNZ442,9/29/2017,LONDON,ON,N6M1B8,CAN,43.010628,-81.201937,ROB,"Found dead, on a wildflower next to the driveway"
XGL289,9/29/2017,LITTLE ROCK,AR,72207,USA,34.773082,-92.358471,TOM,"Found in my yard at 5134 P St in Little Rock, AR"
XWL537,9/29/2017,SPRINGFIELD,MO,65807,USA,37.166766,-93.312621,CHRIS,"Photographed at 1366 S Fort Ave, Springfield, MO"
XHG371,9/29/2017,CAPE CHARLES,VA,23310,USA,37.269849,-76.019571,JASON,
XWR613,9/29/2017,CAPE CHARLES,VA,23310,USA,37.269849,-76.019571,CLAY,Roosting in a Loblolly Pine
XSL179,9/29/2017,WASHINGTON,DC,20560,USA,38.885489,-77.026296,KEVIN,"Pollinator garden next to NMNH. 38.8916, -77.02412"
SPG925,9/29/2017,ANNAPOLIS,MD,21409,USA,39.0221,-76.450111,ZACK,This monarch was alive and sunning in my back yard
XCN196,9/29/2017,ATHENS,OH,45701,USA,39.31371,-82.096417,DAWN,Perched on milkweed at East Elementary school.
XTG138,9/29/2017,HOWELL,NJ,7731,USA,40.147323,-74.206531,TOM,Live @ Manasquan Reservoir Environmental Center
XGZ879,9/29/2017,NEW SHOREHAM,RI,2807,USA,41.180709,-71.573098,LAUREN,Huge roost on SW end of Block Island.
XSJ660,9/29/2017,TOLEDO,OH,43609,USA,41.630611,-83.576936,JACOB,Found in the Toledo Zoo garden
SPR180,9/29/2017,MILFORD,IA,51351,USA,43.32348,-95.16966,ELAH,
XPU233,9/30/2017,NEW BRAUNFELS,TX,78130,USA,29.71962,-98.0808,BARBARA,seen in the butterfly Garden at Fischer Park
XWU226,9/30/2017,TYLERTOWN,MS,39667,USA,31.16304,-90.13362,SUEANN,laying eggs
XEA021,9/30/2017,WARR ACRES,OK,73132,USA,35.545017,-97.635324,TARA,
XUB519,9/30/2017,NASHVILLE,TN,37204,USA,36.108754,-86.780579,LAUREN,
XSE082,9/30/2017,STILLWATER,OK,74078,USA,36.115627,-97.058038,SKEETER,Got a pic of it at the OSU garden festival.
XWL687,9/30/2017,SPRINGFIELD,MO,65807,USA,37.166766,-93.312621,MELISSA,Female
XWL687,9/30/2017,SPRINGFIELD,MO,65807,USA,37.166766,-93.312621,MELISSA,Female
XHW819,9/30/2017,ST. LOUIS,MO,63110,USA,38.61838,-90.259354,NANCY,At the Missouri Botanical Garden.
XAY578,9/30/2017,CAPE MAY POINT,NJ,8212,USA,38.939854,-74.963948,MARK,1 pm in ivy patch w/others along S. Lake Dr.
XGS461,9/30/2017,CAPE MAY,NJ,8204,USA,38.97158,-74.927691,DENISE,"flock in pine trees, close to the Delaware Bay."
XGR444,9/30/2017,STONE HARBOR,NJ,8247,USA,39.05188,-74.759867,BARBARA,100s of live monarchs resting along the NJ coast
XGR512,9/30/2017,STONE HARBOR,NJ,8247,USA,39.05188,-74.759867,MICHAEL,
XGR523,9/30/2017,STONE HARBOR,NJ,8247,USA,39.05188,-74.759867,MICHAEL,
XHA554,9/30/2017,STRATHMERE,NJ,8248,USA,39.195556,-74.659715,ANNA,"At corsens inlet, seaside goldenrod under bridge"
XUN958,9/30/2017,LEAVENWORTH,KS,66048,USA,39.306584,-94.928404,CHRISTIN,The monarch was found dead on a brush pile.
XHX534,9/30/2017,OMAHA,NE,68132,USA,41.267177,-96.001881,ALISON,By St. Margaret Mary's monarch garden
XCR883,9/30/2017,WESTLAND,MI,48185,USA,42.341489,-83.397113,LLOYD,Doing good with others Backyard brush. 15 plus
XAU017,9/30/2017,CAMDEN,ME,4843,USA,44.210169,-69.071581,PIERRE,ALIVE
XAH291,9/30/2017,MINOMINEE,MI,49858,USA,45.123103,-87.615268,THOMAS,
SPH301,10/1/2017,CRAWFORDVILLE,FL,32327,USA,30.194005,-84.263529,ADAM,St. Marks Lighthouse.
XJL004,10/1/2017,FREDERICKSBURG,TX,78624,USA,30.24985,-99.09982,KAREN,It was found on our milkweed plants-excitement!
XUB519,10/1/2017,NASHVILLE,TN,37205,USA,36.11103,-86.864958,ANDREW,Found alive feeding on milkweed at Cheekwood
XWL602,10/1/2017,SPRINGFIELD,MO,65807,USA,37.166766,-93.312621,TROY,Spotted while feeding in our butterfly bush garden
XWH045,10/1/2017,LOUISVILLE,KY,40217,USA,38.217903,-85.741113,NICK,Found dead in my backyard. It was very dry.
XGG010,10/1/2017,OLATHE,KS,66061,USA,38.884071,-94.870529,GAIL,"The Pollinator Prairie - Olathe, KS"
XGR444,10/1/2017,STONE HARBOR,NJ,8247,USA,39.05188,-74.759867,NIKOLAS,The monarch was roosting with a thousand others
XGG211,10/1/2017,KANSAS CITY,MO,64101,USA,39.104257,-94.597017,MEGHAN,Kauffman Gardens
XBP938,10/1/2017,BOYDS,MD,20841,USA,39.196623,-77.335092,MICHAEL,Found in Black Hill Park where it was tagged
XRR042,10/1/2017,PERRYSBURG,OH,43551,USA,41.542639,-83.597702,CYNTHIA,Resting on my butterfly bush.
XJW461,10/1/2017,STOCKTON,IA,52769,USA,41.654523,-90.835711,SYDNEY,This monarch was found outside our home.
XTC605,10/1/2017,JAMAICA PLAIN,MA,2130,USA,42.29472,-71.13054,JEFF,School outdoor ckassroom
XLW723,10/2/2017,PULASKI,TN,38478,USA,35.190505,-87.02677,JERRY,"On Asters in my yard, at mid-day (have pics)."
XEC233,10/2/2017,CHEROKEE,OK,73728,USA,36.75562,-98.350679,JAMIE,
XWL580,10/2/2017,SPRINGFIELD,MO,65807,USA,37.166766,-93.312621,JESSICA,
XUP329,10/2/2017,WICHITA,KS,67205,USA,37.747829,-97.431522,KATHERINE,feeding @ Sedgwick Co. Extension Office @ 3:30pm
XAY255,10/2/2017,CHINCOTEAGUE,VA,23336,USA,37.929948,-75.376428,DUSTIN,
XWP915,10/2/2017,WEST CARROLLTON,OH,45449,USA,39.668355,-84.246864,MATTHEW,Courtyard at West Carrollton High School
TNA937,10/2/2017,WESTPORT,MA,2790,USA,41.607558,-71.083877,RONALD,
