month,year,species,lat_range,sighting_dates,number,sighting_distinct_dates,sites,Season_End,Hectares_Occupied_Start,Hectares_Occupied_End,Drought_Events,Flood_Events,Freeze_Events,Severe_Storm_Events ,Tropical_Cyclone_Events,Wildfire_Events,Winter_Storm_Events,Tons_Used
3,2012,Monarch (OTHER Observations),25+_TO_30,37,37,19,25,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch (OTHER Observations),30+_TO_35,41,41,19,21,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch (OTHER Observations),35+_TO_40,6,6,6,6,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch (OTHER Observations),4O+_TO_45,1,1,1,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Adult (FIRST sighted),20+_TO_25,6,6,5,6,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Adult (FIRST sighted),20_OR_LESS,1,1,1,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Adult (FIRST sighted),25+_TO_30,91,95,27,62,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Adult (FIRST sighted),30+_TO_35,160,164,27,131,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Adult (FIRST sighted),35+_TO_40,42,42,16,39,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Adult Sighted,25+_TO_30,8,8,7,7,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Adult Sighted,30+_TO_35,3,4,3,3,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Egg (FIRST sighted),20+_TO_25,1,1,1,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Egg (FIRST sighted),25+_TO_30,27,27,15,22,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Egg (FIRST sighted),30+_TO_35,38,38,18,35,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Egg (FIRST sighted),35+_TO_40,5,5,4,4,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Larva (FIRST sighted),25+_TO_30,20,20,18,17,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Larva (FIRST sighted),30+_TO_35,25,25,16,21,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2012,Monarch Larva (FIRST sighted),35+_TO_40,2,2,2,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
3,2013,Milkweed (FIRST sighted),25+_TO_30,15,15,12,13,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Milkweed (FIRST sighted),30+_TO_35,36,36,20,35,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Milkweed (FIRST sighted),35+_TO_40,3,3,3,3,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch (OTHER Observations),20+_TO_25,1,1,1,1,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch (OTHER Observations),25+_TO_30,13,13,11,9,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch (OTHER Observations),30+_TO_35,21,21,16,15,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch (OTHER Observations),35+_TO_40,1,1,1,1,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch Adult (FIRST sighted),20+_TO_25,7,7,6,5,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch Adult (FIRST sighted),20_OR_LESS,2,2,2,2,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch Adult (FIRST sighted),25+_TO_30,38,38,21,30,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch Adult (FIRST sighted),30+_TO_35,68,68,24,55,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch Adult (FIRST sighted),35+_TO_40,2,2,1,2,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch Adult Sighted,25+_TO_30,2,2,1,2,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch Adult Sighted,35+_TO_40,1,1,1,1,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch Egg (FIRST sighted),25+_TO_30,13,13,11,11,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch Egg (FIRST sighted),30+_TO_35,15,15,9,13,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch Larva (FIRST sighted),25+_TO_30,12,12,9,10,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2013,Monarch Larva (FIRST sighted),30+_TO_35,4,4,4,4,2014,1.19,0.67,1,2,0,7,0,0,0,407779
3,2014,Milkweed (FIRST sighted),25+_TO_30,17,17,13,13,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Milkweed (FIRST sighted),30+_TO_35,30,30,20,27,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Milkweed (FIRST sighted),35+_TO_40,6,6,5,6,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Milkweed (FIRST sighted),4O+_TO_45,1,1,1,1,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch (OTHER Observations),25+_TO_30,20,20,10,12,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch (OTHER Observations),30+_TO_35,20,20,15,13,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch (OTHER Observations),35+_TO_40,1,1,1,1,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch Adult (FIRST sighted),20+_TO_25,17,26,11,16,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch Adult (FIRST sighted),20_OR_LESS,2,2,2,2,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch Adult (FIRST sighted),25+_TO_30,77,77,24,58,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch Adult (FIRST sighted),30+_TO_35,79,79,21,68,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch Adult (FIRST sighted),35+_TO_40,10,10,8,9,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch Adult Sighted,25+_TO_30,1,1,1,1,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch Egg (FIRST sighted),20+_TO_25,3,3,2,3,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch Egg (FIRST sighted),25+_TO_30,16,16,11,12,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch Egg (FIRST sighted),30+_TO_35,8,8,8,7,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch Larva (FIRST sighted),20+_TO_25,5,5,3,5,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch Larva (FIRST sighted),25+_TO_30,17,17,14,16,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2014,Monarch Larva (FIRST sighted),30+_TO_35,9,9,9,9,2015,0.67,1.13,1,1,0,6,0,0,1,407779
3,2015,Milkweed (FIRST sighted),25+_TO_30,13,13,13,11,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Milkweed (FIRST sighted),30+_TO_35,50,50,20,45,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Milkweed (FIRST sighted),35+_TO_40,12,12,8,11,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Milkweed (FIRST sighted),45+_TO_50,1,1,1,1,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Milkweed (FIRST sighted),4O+_TO_45,3,3,3,3,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch (OTHER Observations),20+_TO_25,1,1,1,1,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch (OTHER Observations),25+_TO_30,36,36,21,20,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch (OTHER Observations),30+_TO_35,28,28,16,23,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch (OTHER Observations),35+_TO_40,7,7,7,4,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch (OTHER Observations),45+_TO_50,1,1,1,1,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch (OTHER Observations),4O+_TO_45,2,2,2,2,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Adult (FIRST sighted),20+_TO_25,6,6,5,6,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Adult (FIRST sighted),25+_TO_30,62,62,21,48,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Adult (FIRST sighted),30+_TO_35,50,50,18,42,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Adult (FIRST sighted),35+_TO_40,13,13,10,13,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Adult (FIRST sighted),4O+_TO_45,1,1,1,1,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Adult Sighted,20_OR_LESS,1,1,1,1,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Adult Sighted,25+_TO_30,7,7,6,7,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Adult Sighted,30+_TO_35,4,4,4,4,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Adult Sighted,4O+_TO_45,2,6,1,2,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Egg (FIRST sighted),20+_TO_25,3,3,3,3,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Egg (FIRST sighted),25+_TO_30,14,14,10,10,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Egg (FIRST sighted),30+_TO_35,6,6,4,6,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Egg (FIRST sighted),35+_TO_40,5,5,4,5,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Larva (FIRST sighted),25+_TO_30,17,17,14,14,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Larva (FIRST sighted),30+_TO_35,11,11,9,11,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2015,Monarch Larva (FIRST sighted),35+_TO_40,6,6,4,5,2016,1.13,4.01,1,2,0,6,0,1,1,407779
3,2016,Milkweed (FIRST sighted),20+_TO_25,1,1,1,1,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Milkweed (FIRST sighted),25+_TO_30,15,15,10,13,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Milkweed (FIRST sighted),30+_TO_35,43,43,22,40,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Milkweed (FIRST sighted),35+_TO_40,41,41,19,41,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Milkweed (FIRST sighted),4O+_TO_45,3,3,3,3,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Milkweed Sighted,25+_TO_30,23,23,11,19,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Milkweed Sighted,30+_TO_35,39,39,19,36,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Milkweed Sighted,35+_TO_40,3,3,3,3,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch (OTHER Observations),20_OR_LESS,1,1,1,1,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch (OTHER Observations),25+_TO_30,24,31,14,11,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch (OTHER Observations),30+_TO_35,12,52,10,12,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch (OTHER Observations),35+_TO_40,1,1,1,1,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch (OTHER Observations),4O+_TO_45,1,1,1,1,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Adult (FIRST sighted),20+_TO_25,9,124,7,8,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Adult (FIRST sighted),20_OR_LESS,2,1003,1,2,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Adult (FIRST sighted),25+_TO_30,72,109,27,67,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Adult (FIRST sighted),30+_TO_35,81,101,25,78,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Adult (FIRST sighted),35+_TO_40,7,8,7,7,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Adult Sighted,20+_TO_25,2,5,2,2,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Adult Sighted,20_OR_LESS,1,1,1,1,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Adult Sighted,25+_TO_30,62,132,28,55,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Adult Sighted,30+_TO_35,54,83,23,35,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Adult Sighted,35+_TO_40,5,13,5,5,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Egg (FIRST sighted),25+_TO_30,26,159,18,25,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Egg (FIRST sighted),30+_TO_35,29,186,16,29,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Egg (FIRST sighted),35+_TO_40,1,1,1,1,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Egg Sighted,20+_TO_25,2,10,2,2,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Egg Sighted,25+_TO_30,5,44,4,5,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Egg Sighted,30+_TO_35,4,4,2,4,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Larva (FIRST sighted),20+_TO_25,2,16,2,2,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Larva (FIRST sighted),25+_TO_30,26,118,16,25,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Larva (FIRST sighted),30+_TO_35,18,67,14,18,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Larva (FIRST sighted),35+_TO_40,3,8,3,3,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Larva Sighted,20+_TO_25,1,4,1,1,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Larva Sighted,20_OR_LESS,1,12,1,1,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Larva Sighted,25+_TO_30,19,117,15,18,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,Monarch Larva Sighted,30+_TO_35,16,197,13,15,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,"Monarch, Captive-Reared",25+_TO_30,6,31,5,5,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2016,"Monarch, Captive-Reared",30+_TO_35,4,35,4,3,2017,4.01,2.91,1,4,0,8,1,1,0,407779
3,2017,Milkweed (FIRST sighted),25+_TO_30,10,10,7,9,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Milkweed (FIRST sighted),30+_TO_35,51,51,24,47,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Milkweed (FIRST sighted),35+_TO_40,51,51,18,48,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Milkweed (FIRST sighted),4O+_TO_45,3,3,3,3,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Milkweed Sighted,25+_TO_30,19,19,10,19,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Milkweed Sighted,30+_TO_35,26,26,14,25,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Milkweed Sighted,35+_TO_40,3,3,3,3,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch (OTHER Observations),25+_TO_30,13,17,7,9,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch (OTHER Observations),30+_TO_35,14,52,10,13,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch (OTHER Observations),35+_TO_40,1,1,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch (OTHER Observations),45+_TO_50,1,1,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch (OTHER Observations),4O+_TO_45,1,1,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Adult (FIRST sighted),20+_TO_25,5,464,5,5,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Adult (FIRST sighted),20_OR_LESS,2,101,2,2,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Adult (FIRST sighted),25+_TO_30,71,96,26,64,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Adult (FIRST sighted),30+_TO_35,131,154,28,129,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Adult (FIRST sighted),35+_TO_40,22,26,14,22,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Adult Sighted,20+_TO_25,3,26,3,3,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Adult Sighted,20_OR_LESS,1,5,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Adult Sighted,25+_TO_30,40,71,19,37,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Adult Sighted,30+_TO_35,76,138,26,49,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Adult Sighted,35+_TO_40,9,9,7,8,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Egg (FIRST sighted),20+_TO_25,2,2,2,2,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Egg (FIRST sighted),25+_TO_30,23,186,16,21,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Egg (FIRST sighted),30+_TO_35,32,173,17,30,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Egg (FIRST sighted),35+_TO_40,1,1,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Egg Sighted,20+_TO_25,1,4,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Egg Sighted,25+_TO_30,6,27,5,6,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Egg Sighted,30+_TO_35,10,382,6,7,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Larva (FIRST sighted),20+_TO_25,1,2,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Larva (FIRST sighted),25+_TO_30,15,34,11,15,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Larva (FIRST sighted),30+_TO_35,21,71,14,18,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Larva (FIRST sighted),35+_TO_40,1,1,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Larva Sighted,20+_TO_25,3,24,3,2,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Larva Sighted,25+_TO_30,31,165,20,25,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Larva Sighted,30+_TO_35,20,161,15,17,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,Monarch Larva Sighted,35+_TO_40,1,1,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,"Monarch, Captive-Reared",20+_TO_25,1,5,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,"Monarch, Captive-Reared",25+_TO_30,5,84,4,4,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2017,"Monarch, Captive-Reared",30+_TO_35,9,12,9,6,2018,2.91,2.48,1,2,1,8,3,1,0,407779
3,2018,Milkweed (FIRST sighted),20+_TO_25,2,2,2,2,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Milkweed (FIRST sighted),25+_TO_30,10,10,8,10,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Milkweed (FIRST sighted),30+_TO_35,55,55,25,52,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Milkweed (FIRST sighted),35+_TO_40,30,30,13,29,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Milkweed (FIRST sighted),4O+_TO_45,1,1,1,1,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Milkweed Sighted,20+_TO_25,1,1,1,1,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Milkweed Sighted,25+_TO_30,6,6,6,6,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Milkweed Sighted,30+_TO_35,21,21,15,19,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Milkweed Sighted,35+_TO_40,4,4,2,2,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch (OTHER Observations),25+_TO_30,6,8,4,6,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch (OTHER Observations),30+_TO_35,19,33,12,9,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch (OTHER Observations),35+_TO_40,6,6,3,5,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Adult (FIRST sighted),20+_TO_25,25,500765,13,20,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Adult (FIRST sighted),20_OR_LESS,4,2012,4,4,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Adult (FIRST sighted),25+_TO_30,122,608,29,115,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Adult (FIRST sighted),30+_TO_35,215,324,29,210,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Adult (FIRST sighted),35+_TO_40,16,18,7,15,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Adult Sighted,20+_TO_25,28,19122,12,20,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Adult Sighted,20_OR_LESS,4,19122,3,4,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Adult Sighted,25+_TO_30,123,347,31,90,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Adult Sighted,30+_TO_35,145,530,25,109,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Adult Sighted,35+_TO_40,4,6,4,4,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Egg (FIRST sighted),20+_TO_25,3,4,3,3,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Egg (FIRST sighted),25+_TO_30,29,233,16,28,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Egg (FIRST sighted),30+_TO_35,42,530,16,41,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Egg (FIRST sighted),35+_TO_40,2,22,2,2,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Egg Sighted,20+_TO_25,2,86,2,2,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Egg Sighted,25+_TO_30,6,60,6,6,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Egg Sighted,30+_TO_35,16,579,10,16,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Larva (FIRST sighted),20+_TO_25,3,5,2,3,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Larva (FIRST sighted),20_OR_LESS,1,1,1,1,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Larva (FIRST sighted),25+_TO_30,34,222,18,33,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Larva (FIRST sighted),30+_TO_35,13,109,12,13,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Larva Sighted,20+_TO_25,4,11,4,4,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Larva Sighted,25+_TO_30,27,294,16,18,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,Monarch Larva Sighted,30+_TO_35,8,114,7,8,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,"Monarch, Captive-Reared",25+_TO_30,5,53,5,5,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2018,"Monarch, Captive-Reared",30+_TO_35,5,67,5,5,2019,2.48,6.05,1,0,0,8,2,1,2,407779
3,2019,Milkweed (FIRST sighted),25+_TO_30,6,6,5,6,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Milkweed (FIRST sighted),30+_TO_35,33,33,19,32,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Milkweed (FIRST sighted),35+_TO_40,20,20,10,20,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Milkweed (FIRST sighted),4O+_TO_45,1,1,1,1,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Milkweed Sighted,25+_TO_30,9,9,5,9,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Milkweed Sighted,30+_TO_35,14,14,9,12,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Milkweed Sighted,35+_TO_40,1,1,1,1,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Monarch (OTHER Observations),25+_TO_30,5,9,5,5,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Monarch (OTHER Observations),30+_TO_35,4,103,3,4,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Monarch Adult (FIRST sighted),20+_TO_25,6,167,3,6,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Monarch Adult (FIRST sighted),25+_TO_30,93,232,25,88,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Monarch Adult (FIRST sighted),30+_TO_35,260,499,30,250,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Monarch Adult (FIRST sighted),35+_TO_40,24,31,13,24,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Monarch Adult (FIRST sighted),4O+_TO_45,2,2,2,2,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Monarch Adult Sighted,20+_TO_25,12,441,8,8,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Monarch Adult Sighted,20_OR_LESS,2,2,2,2,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Monarch Adult Sighted,25+_TO_30,159,522,30,121,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Monarch Adult Sighted,30+_TO_35,238,951,29,190,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Monarch Adult Sighted,35+_TO_40,6,7,6,6,2020,6.05,2.83,0,3,0,8,2,1,0,407779
3,2019,Monarch Adult Sighted,4O+_TO_45,1,1,1,1,2020,6.05,2.83,0,3,0,8,2,1,0,407779
